eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
foreground,,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,4fba9d80-553b-4f0c-a06c-1c1873a8bced,,,,,,,,2018-09-29T22:00:13+09:00,f0683299-ff66-43c0-9241-88d72c7afd60,,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,4fba9d80-553b-4f0c-a06c-1c1873a8bced,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-29T22:00:13+09:00,4d7a467c-4492-4925-af2b-f3c8c20e823e,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,gig_detail.view,1005.0,2018-09-29T22:00:14+09:00,fde9f095-e5bf-4ef6-b3a4-263a6fb3cf83,False,True
background,,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,,,,,,,,2018-09-29T22:00:15+09:00,af95b915-b9e9-4fe6-9d66-96a07377dd83,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,,,2018-09-29T22:00:15+09:00,c1592329-9f15-49fe-8770-dd96cf6f4195,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,4fba9d80-553b-4f0c-a06c-1c1873a8bced,unattributed,unattributed,,,,seller_profits_history.click,,2018-09-29T22:00:15+09:00,68d6a14c-f0e7-4c7c-bc48-92300edfca9e,False,True
goal,False,com.kmong.kmong,3.3.3,LG-F800L,LGE,Android8.0.0,9a981ce9-9b77-43e7-a2a5-782fb229e0a3,unattributed,unattributed,,,,gig_detail_option.click,901.0,2018-09-29T22:00:15+09:00,6f76ba67-8db1-47a5-a5cf-20e192b88b7b,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0B43C8FC-772D-4BE0-90B2-5C6B6CB14CF3,unattributed,unattributed,,,,,,2018-09-29T22:00:16+09:00,cd5b6b58-871d-4038-ab89-e50a1cb697e1,False,False
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search_gig.view,,2018-09-29T22:00:17+09:00,35fe8367-58ca-482b-bcb7-9221c45b1637,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search.view,,2018-09-29T22:00:17+09:00,83ae1b28-79b1-4565-993a-b4990352821b,False,True
goal,False,com.kmong.kmong,3.3.3,LG-F800L,LGE,Android8.0.0,9a981ce9-9b77-43e7-a2a5-782fb229e0a3,unattributed,unattributed,,,,order_addOption.click,901.0,2018-09-29T22:00:17+09:00,1d8cffc2-5c57-43a5-b0c2-d3317091c1dc,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:17+09:00,2b831de9-b4f7-4acd-ab0d-fd2e1abc40f5,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,89608424-40B8-4486-A98E-3D44A4DE443A,unattributed,unattributed,,,,search_gig.view,,2018-09-29T22:00:18+09:00,d3fb0ece-3c68-45db-8080-6248207fbd8c,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0B43C8FC-772D-4BE0-90B2-5C6B6CB14CF3,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:18+09:00,8e0a851a-4941-408d-a107-17606280d054,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,D27D22D0-7022-40B3-9634-F2854A50DDFD,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:00:19+09:00,3de436bc-19b8-4ab1-a45f-ae11d77b9ccb,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,89608424-40B8-4486-A98E-3D44A4DE443A,unattributed,unattributed,,,,gig_detail.view,103.0,2018-09-29T22:00:19+09:00,46c1d04c-9653-4933-9877-e0e46b99771c,False,True
background,,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,,,,,,,,2018-09-29T22:00:19+09:00,90cdd805-f847-4c41-b655-14cc6c0f121d,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS12.0,D27D22D0-7022-40B3-9634-F2854A50DDFD,,,,,,,,2018-09-29T22:00:20+09:00,75c3e9cd-31db-4f1d-a9b5-4bd0d2be3eb0,,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,unattributed,unattributed,,,,,,2018-09-29T22:00:20+09:00,6c22dec7-7ab5-4331-a0a6-ab9eca178632,False,False
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,tutorial.view,,2018-09-29T22:00:20+09:00,cf60a3b1-1250-461d-979c-802adea087bb,True,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:21+09:00,ab5c9031-ac49-47cd-8dbc-86cee4c5b9ac,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0B43C8FC-772D-4BE0-90B2-5C6B6CB14CF3,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:00:22+09:00,e176e499-5f2b-4036-8a44-3ac5e498a2ba,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,57FD46F1-74F3-41DD-B1F2-9E6AC8844A42,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T22:00:22+09:00,180f4f4f-b411-4be6-a668-8f286dc3d579,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:22+09:00,f2f0db6f-19e9-423a-89ac-41d20159ea61,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android7.0,c4d0a489-c48b-4c9c-b0ab-b17d425128da,unattributed,unattributed,,,,category_gig.view,7.0,2018-09-29T22:00:22+09:00,aea4f812-74d0-4083-b355-9e3d73f06942,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,gig_detail.view,715.0,2018-09-29T22:00:22+09:00,102966ce-4144-482b-a10b-fed08aecf2f4,False,True
background,,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,,,,,,,,2018-09-29T22:00:22+09:00,f0de76fd-897c-4c5a-b4d3-52baa5877519,,True
foreground,,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,,,,,,,,2018-09-29T22:00:22+09:00,d3101d3d-31e2-485b-a89f-12878396193e,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,FE5AAFBB-C3DC-4308-BDD9-5DFD2B5AE052,,,,,,,,2018-09-29T22:00:23+09:00,15fcdcb0-6a74-454c-b759-58091758e4d2,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:00:23+09:00,708be650-1945-4804-9dd5-c25e826a3f13,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,57FD46F1-74F3-41DD-B1F2-9E6AC8844A42,,,,,,,,2018-09-29T22:00:24+09:00,f52fcad3-3fec-4cd2-8201-5a0a14d9a9e4,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,menu.view,,2018-09-29T22:00:24+09:00,9d7ed60f-ca9d-4838-96d0-5035a83c6e1c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,gig_detail.view,61304.0,2018-09-29T22:00:24+09:00,62e52516-1ce1-4b44-9fcb-910ceda9e622,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0B43C8FC-772D-4BE0-90B2-5C6B6CB14CF3,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:25+09:00,f6826e9e-7a5c-46ef-9272-af795fc2361a,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:00:25+09:00,b2793608-c5e9-4b47-9b5e-f3e7c662d386,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:00:27+09:00,899478ad-a384-4475-a449-57f9689c71b5,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,C6CF79BC-BF18-4C80-8867-C80B50111899,,,,,,,,2018-09-29T22:00:28+09:00,05630e16-23d1-4b60-9aff-28a6af68a875,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:28+09:00,609e8170-e3a9-4b7b-8fb2-793b4b446c80,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,category_list.view,,2018-09-29T22:00:29+09:00,35c6215e-e527-4d9a-aa47-ef72f359c477,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,bookmarks_gig.view,,2018-09-29T22:00:30+09:00,1c8dd0c1-7840-4870-83a0-31b8be854f36,False,True
launch,False,com.kmong.kmong,3.3.5,SM-J730K,samsung,Android7.0,764eff64-fca3-45be-9558-3e11238248e1,stranger,google,mweb-app-install,cpc,,,,2018-09-29T22:00:30+09:00,5d4e8361-955a-4fe3-8919-61bd3f49e71f,False,False
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0B43C8FC-772D-4BE0-90B2-5C6B6CB14CF3,,,,,,,,2018-09-29T22:00:31+09:00,bfbaf6d5-1b26-478d-9869-bc53b7b3f1a2,,True
goal,False,com.kmong.kmong,3.3.5,SM-J730K,samsung,Android7.0,764eff64-fca3-45be-9558-3e11238248e1,stranger,google,mweb-app-install,cpc,,home.view,,2018-09-29T22:00:32+09:00,e0de907c-0741-464f-8467-ef482489cb33,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:32+09:00,6cc5f43b-d1bf-48e2-81fd-77557236b19c,False,True
goal,True,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,unattributed,unattributed,,,,thankyou.view,101.0,2018-09-29T22:00:33+09:00,049861b7-ca10-45fa-8bda-e0b3086aec4a,True,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.1.1,A14BAFD0-6064-46E6-8983-35A1C6A432E7,,,,,,,,2018-09-29T22:00:33+09:00,5bee30ef-9d89-4275-8106-88066d47d386,,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,gig_detail.view,715.0,2018-09-29T22:00:34+09:00,2f107aa9-57b1-437c-8a31-9c308252d0ca,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,gig_detail.view,715.0,2018-09-29T22:00:35+09:00,fdb403b1-c410-4c84-ae70-a1179c163f10,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,search_gig.view,,2018-09-29T22:00:36+09:00,263f648b-e6ab-4fbc-9e3c-52529665addf,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,search.view,,2018-09-29T22:00:36+09:00,cbe34cd3-3109-4f23-98ff-645d833da128,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,3846BDC6-791A-4AB2-9F01-E16BF2440AED,,,,,,,,2018-09-29T22:00:36+09:00,f86bd2e9-53fa-4e22-9a70-9cc78a968560,,True
goal,False,com.kmong.kmong,3.3.5,SM-J730K,samsung,Android7.0,764eff64-fca3-45be-9558-3e11238248e1,stranger,google,mweb-app-install,cpc,,notification.view,,2018-09-29T22:00:37+09:00,13d2f6b0-dd92-475c-aa81-b62f651381f3,False,True
background,,com.kmong.kmong,3.3.5,LM-X410L,LGE,Android8.1.0,b54bb8c5-536c-4c26-91d9-4fbb6de9c347,,,,,,,,2018-09-29T22:00:37+09:00,394830b9-896e-4821-abb0-084e4bb83907,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,d916d45e-fee7-4dc0-9baa-9e90739b476b,unattributed,unattributed,,,,category_gig.view,101.0,2018-09-29T22:00:37+09:00,400da9d7-76e8-4a30-892d-a56bd1f875ae,False,True
launch,False,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,unattributed,unattributed,,,,,,2018-09-29T22:00:37+09:00,52308521-7484-4520-b4f2-4172d7044bc1,False,False
goal,False,com.kmong.kmong,3.3.5,SM-J730K,samsung,Android7.0,764eff64-fca3-45be-9558-3e11238248e1,stranger,google,mweb-app-install,cpc,,buyer_order_track.view,,2018-09-29T22:00:39+09:00,774e2f75-40bd-45a7-9ebb-f73c61d50b0e,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,81CAEFBE-117D-4EC1-B43D-CA5AF6DACB61,,,,,,,,2018-09-29T22:00:39+09:00,19cbbfa7-8123-42a5-9a2c-f8716bc4e17b,,False
goal,False,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:39+09:00,5dd5e296-77d7-4356-802a-ec19a846ec8e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,81CAEFBE-117D-4EC1-B43D-CA5AF6DACB61,viral,WEB,,,,home.view,,2018-09-29T22:00:40+09:00,103dba0f-3fbc-470a-abc8-25f7554d3af8,False,True
goal,True,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T22:00:40+09:00,67dfb211-0d8f-486d-b906-a8b37743ed39,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search_gig.view,,2018-09-29T22:00:40+09:00,938b596b-f775-4b71-8e49-148b9840ef2c,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search.view,,2018-09-29T22:00:40+09:00,9a33c8ea-afd7-4654-a7d3-93b83c098792,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,unattributed,unattributed,,,,inbox.view,,2018-09-29T22:00:41+09:00,85c3a075-f064-4109-860d-b9ddb0595e3d,False,True
foreground,,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,,,,,,,,2018-09-29T22:00:42+09:00,9d8e6580-0b18-44be-b4a0-8bd02060f911,,True
goal,False,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,tutorial.view,,2018-09-29T22:00:42+09:00,aeaf48fc-e9a4-4ccc-8545-65d211056d2a,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G930L,samsung,Android7.0,c4d0a489-c48b-4c9c-b0ab-b17d425128da,unattributed,unattributed,,,,gig_detail.view,715.0,2018-09-29T22:00:42+09:00,ef6f874c-54e6-4a3d-a3e0-5a74a53ece0d,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,81CAEFBE-117D-4EC1-B43D-CA5AF6DACB61,viral,WEB,,,,inbox.view,,2018-09-29T22:00:42+09:00,3101ba72-3744-468b-b0f2-8fd8cece7a82,False,True
goal,True,com.kmong.kmong,3.3.5,Redmi Note 4,Xiaomi,Android7.0,a33106b7-ba0a-4f20-b5bd-018592440612,unattributed,unattributed,,,,gig_detail.view,60109.0,2018-09-29T22:00:43+09:00,c1a5093e-07a1-4908-9ca0-f07c0bb66e46,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,gig_detail.view,60501.0,2018-09-29T22:00:45+09:00,c132de03-b4c8-4bd5-8109-0730564c291d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,unattributed,unattributed,,,,menu.view,,2018-09-29T22:00:45+09:00,7e0d502d-e791-4c79-9942-b6f455f0a678,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,unattributed,unattributed,,,,home.view,,2018-09-29T22:00:46+09:00,69f218b9-ed6f-4e96-9b07-8611d0f1a08a,False,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,unattributed,unattributed,,,,gig_detail.view,101.0,2018-09-29T22:00:49+09:00,71036c2b-23b9-40cb-a854-1415e17a27fe,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,102d0a27-f38f-4eda-9c99-11a85dd30178,viral,WEB,,,,home.view,,2018-09-29T22:00:50+09:00,e315741f-f7e7-40f5-b396-4601210e544c,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G935S,samsung,Android7.0,e825b154-a840-454c-b5ea-8a11cea6e458,stranger,google,mweb-app-install,cpc,,home.view,,2018-09-29T22:00:51+09:00,ca06146c-6d7c-4cc3-a944-5e19cf53df00,True,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search_gig.view,,2018-09-29T22:00:52+09:00,eb5801ba-418e-4155-ba67-8613e440efa5,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G965N,samsung,Android8.0.0,5b6d4414-42b2-4c63-b9b9-937f2825e7a2,viral,WEB,,,,search.view,,2018-09-29T22:00:52+09:00,e2ccffcf-145e-403c-ab66-5490518a67de,False,True
exit,,com.kmong.kmong,3.3.5,SM-G935L,samsung,Android8.0.0,9f44ab8b-a387-48cf-a47e-903822e0b84a,,,,,,,,2018-09-29T22:00:54+09:00,7b7f2573-25c0-4363-a372-52a3152ddcb4,,True
goal,False,com.kmong.kmong,3.3.5,LGM-G600L,LGE,Android8.0.0,24e370f1-7eed-4f8f-b380-3b5d5d1e1495,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T22:00:54+09:00,5a0795db-9845-4f1b-99ec-46baa7cf7b04,False,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,3B699E8C-FA68-4DA4-B77D-E1B8D2247C9A,,,,,,,,2018-09-29T22:00:56+09:00,faca7194-bba3-4abc-b2de-d333ed1043e1,,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,89608424-40B8-4486-A98E-3D44A4DE443A,unattributed,unattributed,,,,search_gig.view,,2018-09-29T22:00:57+09:00,c2b08521-fcc2-40d5-baeb-53bd52c450e0,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,b3c7a294-72e3-43c9-a778-b2b78044f3b5,unattributed,unattributed,,,,gig_detail.view,715.0,2018-09-29T22:00:58+09:00,baccdb66-3890-4b63-bb92-40606fc50152,False,True
background,,com.kmong.kmong,3.3.5,SM-G935K,samsung,Android8.0.0,d916d45e-fee7-4dc0-9baa-9e90739b476b,,,,,,,,2018-09-29T22:00:58+09:00,3cda9b97-75a7-4247-a1c0-0b6e8e1a5483,,True
