eventcategory,isfirstactivity,apppackagename,appversion,devicetype,devicemanufacturer,osversion,canonicaldeviceuuid,sourcetype,channel,params_campaign,params_medium,params_term,inappeventcategory,inappeventlabel,eventdatetime,rowuuid,isfirstgoalactivity,event_rank
foreground,,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,,,,,,,,2018-09-29T06:02:19+09:00,1185d30e-444a-4e86-93e9-3aa053c783c0,,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:02:20+09:00,e9956a56-e39b-4151-9dfa-a1578633f711,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T06:02:21+09:00,e46bdfb0-6654-49b8-8256-8906f9545716,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:02:24+09:00,eae19e92-79f1-468b-bbf6-d6d04ff79e61,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,,,2018-09-29T06:02:24+09:00,88e17e57-492c-4ff3-82e5-199e2004b4a5,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,home.view,,2018-09-29T06:02:26+09:00,08ee6e23-0c64-46a6-a378-5d1cb03ef417,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,home.view,,2018-09-29T06:02:28+09:00,6a03ede0-c3ee-4a50-9ea2-9acbcbd36e2a,False,True
launchInSession,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,CCEF3048-6F83-4C16-BCDF-6617857F8C8A,,,,,,,,2018-09-29T06:02:29+09:00,30c5000a-722d-4bec-91c6-565ec24383ad,,False
background,,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,,,,,,,,2018-09-29T06:02:30+09:00,265bb837-f8b1-4be0-97dc-a9a46173e332,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.0.2,CCEF3048-6F83-4C16-BCDF-6617857F8C8A,,,,,,,,2018-09-29T06:02:30+09:00,0432895a-1a90-40e3-8c83-16b70e743583,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,menu.view,,2018-09-29T06:02:31+09:00,06cf7e1f-154e-4245-b150-d1e797127c1a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,unattributed,unattributed,,,,inbox_detail.view,,2018-09-29T06:02:32+09:00,0bd3770d-04ba-4fbe-aecb-fa996708731a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:02:33+09:00,25a4f346-9fb9-4775-890d-b3adf7b2db08,False,True
background,,com.kmong.kmong,3.3.5,SM-G955N,samsung,Android8.0.0,d44bad80-64f8-45ea-85c4-49e978abd2cf,,,,,,,,2018-09-29T06:02:34+09:00,3b2e2577-bdff-4792-ac81-638fe42ea5d3,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,seller_profits_history.click,,2018-09-29T06:02:35+09:00,0671503b-8c3c-449b-9000-87e797c8d03a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,menu.view,,2018-09-29T06:02:37+09:00,3c32bfad-7bea-4fd5-85b8-22c3fd38d2c7,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,inbox.view,,2018-09-29T06:02:39+09:00,84c92646-dedc-44ba-b7b6-c64c26eb7104,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,bookmarks_gig.view,,2018-09-29T06:02:40+09:00,f7e87168-2301-4811-a6de-5d2d606060da,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,category_list.view,,2018-09-29T06:02:45+09:00,bfe80215-31fd-49b0-a315-944ab0a934b9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,home.view,,2018-09-29T06:02:49+09:00,e883ef58-cac9-4863-80c9-46f00e5c05a9,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,search.view,,2018-09-29T06:02:52+09:00,91e41679-2c7a-45d0-9168-c57da9d2e332,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,8babf2d4-92f1-4145-b54e-8ec6ea1780b3,app-market,google-play,,organic,,,,2018-09-29T06:02:54+09:00,b0ef71de-7f61-4391-bbd0-0b9ccc579619,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,8babf2d4-92f1-4145-b54e-8ec6ea1780b3,app-market,google-play,,organic,,home.view,,2018-09-29T06:02:56+09:00,06e03412-3d6b-4261-8a4c-80c19fca0d84,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,search_gig.view,,2018-09-29T06:03:02+09:00,48e72d0d-f935-4a54-9cee-5fa51a285c6d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,8babf2d4-92f1-4145-b54e-8ec6ea1780b3,app-market,google-play,,organic,,inbox.view,,2018-09-29T06:03:07+09:00,c703e48c-b3b8-4492-9611-cc824baa2808,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,8babf2d4-92f1-4145-b54e-8ec6ea1780b3,app-market,google-play,,organic,,inbox_detail.view,,2018-09-29T06:03:09+09:00,7d65e7f5-f881-4490-b627-71c4bb8bb444,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,category_list.view,,2018-09-29T06:03:10+09:00,6a748337-654d-4161-b171-d20ee42dc395,False,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,home.view,,2018-09-29T06:03:16+09:00,239ff133-6df6-485e-be7a-cfdd72f3b87c,False,True
goal,True,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,category_gig.view,10.0,2018-09-29T06:03:17+09:00,1a89af89-033c-4a11-a373-4e81549757f6,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,search.view,,2018-09-29T06:03:34+09:00,632635a7-1715-46f1-947b-d6bf54b5442d,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,search_gig.view,,2018-09-29T06:03:34+09:00,998b9b1d-fb2d-412d-a357-b720dbbe4847,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,viral,WEB,,,,home.view,,2018-09-29T06:03:35+09:00,e65eadf4-47a0-4991-ab83-58ba070df2de,False,True
exit,,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,,,,,,,,2018-09-29T06:03:38+09:00,0eb99327-b5b6-4143-855a-998064d2e86f,,True
background,,com.kmong.kmong,3.3.5,SM-N920S,samsung,Android7.0,1d80aae9-b9ab-4384-b55a-ca30b0f79bd3,,,,,,,,2018-09-29T06:03:38+09:00,2fbbca0d-ad9d-4346-bb86-216db4c23ec1,,True
background,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-29T06:03:59+09:00,b3c2ea8d-adb1-4766-9755-8b288d19a7e5,,True
launchInSession,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-29T06:04:04+09:00,90245fdc-411c-47de-a364-73fb781ac7df,,False
goal,False,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:04:04+09:00,e744594a-a04b-4d76-b9fe-91575fdee734,False,True
exit,,com.kmong.kmong,3.3.2,SM-N916S,samsung,Android6.0.1,a5d51610-a835-48c9-9bbb-be481c401e72,,,,,,,,2018-09-29T06:04:05+09:00,b71bcfd9-978e-4d91-84f8-869d56bb106d,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,home.view,,2018-09-29T06:04:08+09:00,17bfcf71-bdd0-4184-b126-5353f53e1478,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,31f71bf2-7d77-40e3-89a9-d78b44274109,paid,google.adwords,1431863900,,,,,2018-09-29T06:04:43+09:00,6050fdc5-60e6-4831-b97d-9b6954db9984,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,31f71bf2-7d77-40e3-89a9-d78b44274109,paid,google.adwords,1431863900,,,home.view,,2018-09-29T06:04:45+09:00,f43e6405-a475-43a9-906f-f5718dd12cf2,False,True
exit,,com.kmong.kmong,3.3.5,SM-N950N,samsung,Android8.0.0,31f71bf2-7d77-40e3-89a9-d78b44274109,,,,,,,,2018-09-29T06:04:57+09:00,9b71cc6b-6b39-4791-9847-5a7bfd8bb0e8,,True
goal,False,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,unattributed,unattributed,,,,home.view,,2018-09-29T06:05:04+09:00,40b37fc7-b7dd-4619-9dd6-83d527fd5ab4,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,,,2018-09-29T06:05:22+09:00,b7ad1363-e775-451a-b2d5-66c058cebd50,False,False
launch,,com.kmong.kmong,3.3.5,SM-N750S,samsung,Android5.1.1,2d6e9042-6d9a-4d7b-9f1a-13707dc09e51,,,,,,,,2018-09-29T06:05:23+09:00,2ed483c8-20e4-4d8a-8674-5152ac313ee1,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,home.view,,2018-09-29T06:05:23+09:00,dae5a253-33df-4dc0-b9e4-bcceb44b1196,False,True
launch,False,com.kmong.iOS,4.0.1,iPhone,Apple,iOS11.4.1,0DA4DFFF-A490-42B9-95D7-EF5870CAD5FD,unattributed,unattributed,,,,,,2018-09-29T06:05:23+09:00,59c29e0b-31e9-4f43-8af3-a0a5c737ec33,False,False
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:05:25+09:00,d89296d9-1901-4777-9ee4-d60e9574739e,False,True
background,,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,,,,,,,,2018-09-29T06:05:28+09:00,36dcfa0a-b3ae-4139-b208-c13c7f9fea84,,True
foreground,,com.kmong.kmong,3.3.5,SM-N750S,samsung,Android5.1.1,2d6e9042-6d9a-4d7b-9f1a-13707dc09e51,,,,,,,,2018-09-29T06:05:31+09:00,f76bcd8d-0df2-4e1e-9bce-36691c1b084c,,True
foreground,,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,,,,,,,,2018-09-29T06:05:32+09:00,8a7bb92c-96cb-4e22-8c64-6010aba0d615,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:05:33+09:00,3c3ce939-ebf0-419c-b6d5-b8de562234aa,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,home.view,,2018-09-29T06:05:34+09:00,23e2147d-8c8e-4050-a0f3-d99466928240,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search.view,,2018-09-29T06:05:36+09:00,24fb9e52-8145-4e22-ab26-6d71a7048bde,False,True
launch,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,viral,WEB,,,,,,2018-09-29T06:05:38+09:00,2b66b3d3-0fcb-4116-acb1-277c953278e3,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,viral,WEB,,,,home.view,,2018-09-29T06:05:39+09:00,d4775d66-dede-4e5a-b730-a16f5a136d7a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:05:40+09:00,92ba7f1e-9bf1-4b5b-a336-fb2e3e6b6804,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,viral,WEB,,,,inbox.view,,2018-09-29T06:05:41+09:00,7f7ed93d-2a0e-4eea-8ca4-c4d8cbb7454e,False,True
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,viral,WEB,,,,inbox_detail.view,,2018-09-29T06:05:44+09:00,c8a29249-62da-4d5a-bfba-f8cee983434a,False,True
goal,True,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,gig_detail.view,21701.0,2018-09-29T06:05:44+09:00,28026640-2c57-4c87-8d0a-274033bb77d1,False,True
launch,False,com.kmong.kmong,3.3.5,SM-N916S,samsung,Android6.0.1,367155a4-b4f4-4c41-b6a2-dc1102b0eedc,unattributed,unattributed,,,,,,2018-09-29T06:05:47+09:00,c4234fb2-fbe6-49d1-8ad0-5ab4ac19dc25,False,False
goal,False,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,viral,WEB,,,,buyer_order_track.view,,2018-09-29T06:05:48+09:00,d517d883-f632-4cc3-8858-1f52a1ecaaee,False,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,,,,,,,,2018-09-29T06:05:49+09:00,9c6429e2-9c28-4835-a333-709baa093a3d,,True
background,,com.kmong.kmong,3.3.5,SM-G950N,samsung,Android8.0.0,527208e9-8935-4fd1-beea-cbedee578b12,,,,,,,,2018-09-29T06:05:50+09:00,2fb91ac1-aae4-4f4c-a9ca-8ad5eb05f798,,True
foreground,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,,,,,,,,2018-09-29T06:06:07+09:00,80a093a6-7696-49ae-b67c-a857a86ee5d6,,True
background,,com.kmong.iOS,4.0.4,iPhone,Apple,iOS11.4.1,0A75C041-9654-40DF-B332-4A778690264F,,,,,,,,2018-09-29T06:06:08+09:00,65ef8d7b-bb1f-45c7-b37c-0c77dc12bbb4,,True
foreground,,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,,,,,,,,2018-09-29T06:06:09+09:00,41bbad11-0954-498b-bf2f-134d5d73bf2a,,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,buyer_order_track.view,,2018-09-29T06:06:09+09:00,deaa896a-1af5-4b18-ae5c-4ec6e9e0382b,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search.view,,2018-09-29T06:06:16+09:00,f7e34bd3-95d2-4c13-b9a0-6c8ea1b7b894,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:06:16+09:00,e2f78e29-b457-4462-a098-0b9a5f9bd8b9,False,True
launch,False,com.kmong.kmong,3.3.5,SM-A710S,samsung,Android7.0,6448c328-7fbf-42e0-9ce7-eb19cfae7d21,paid,google.adwords,1431863900,,,,,2018-09-29T06:06:20+09:00,88c1c52e-77be-4d50-afd8-0a18743378d8,False,False
goal,False,com.kmong.kmong,3.3.5,SM-A710S,samsung,Android7.0,6448c328-7fbf-42e0-9ce7-eb19cfae7d21,paid,google.adwords,1431863900,,,tutorial.view,,2018-09-29T06:06:22+09:00,e46e72c0-772b-40d5-babe-0312ed2545f7,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,gig_detail.view,21703.0,2018-09-29T06:06:24+09:00,d6340a55-088d-4a78-b032-473607f56143,False,True
exit,,com.kmong.kmong,3.3.5,SM-A710S,samsung,Android7.0,6448c328-7fbf-42e0-9ce7-eb19cfae7d21,,,,,,,,2018-09-29T06:06:26+09:00,4154f5f5-df32-438a-8b29-777581a23930,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:06:34+09:00,323e966e-117b-4e4a-a21d-2d3dfa7487d6,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search.view,,2018-09-29T06:06:34+09:00,87719ad3-e3e2-4410-877b-f730f6197077,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916S,samsung,Android6.0.1,367155a4-b4f4-4c41-b6a2-dc1102b0eedc,unattributed,unattributed,,,,home.view,,2018-09-29T06:06:37+09:00,afd059b7-b5db-4b79-af04-0cd3f59d8df5,False,True
background,,com.kmong.iOS,4.0.1,iPhone,Apple,iOS11.4.1,0DA4DFFF-A490-42B9-95D7-EF5870CAD5FD,,,,,,,,2018-09-29T06:06:38+09:00,c1bebd83-d404-4e65-9a31-22c57ff75d33,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,gig_detail.view,217.0,2018-09-29T06:06:39+09:00,79877495-43b8-4b40-9fd8-c3e0f733012a,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N916S,samsung,Android6.0.1,367155a4-b4f4-4c41-b6a2-dc1102b0eedc,unattributed,unattributed,,,,inbox.view,,2018-09-29T06:06:39+09:00,0042ac9b-548b-48c4-848e-36c42e3fff52,False,True
background,,com.kmong.kmong,3.3.5,SM-N916S,samsung,Android6.0.1,367155a4-b4f4-4c41-b6a2-dc1102b0eedc,,,,,,,,2018-09-29T06:06:45+09:00,a932177b-3a37-497b-bfcb-07a3b7dc9dba,,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:06:51+09:00,a64e67f9-4034-477a-9d1d-df5243679aa1,False,True
goal,False,com.kmong.kmong,3.3.5,SM-N920L,samsung,Android7.0,7df769a9-1b0c-4dfb-a396-58a52c8ed416,unattributed,unattributed,,,,search.view,,2018-09-29T06:06:51+09:00,4fcff691-be69-4be2-a77a-6f0cf30dc45d,False,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,gig_detail.view,22201.0,2018-09-29T06:06:57+09:00,4cd56d5e-6114-4fe4-bc2d-8ef868fc95b4,False,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,gig_detail.view,22201.0,2018-09-29T06:06:58+09:00,7fb0afb5-40ca-43df-a091-0f44a851c799,False,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,search_gig.view,,2018-09-29T06:06:58+09:00,950cc94a-307c-4a60-af5f-5a68895cda93,False,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,search.view,,2018-09-29T06:06:58+09:00,da5647c9-f089-40b1-84c3-0b2911fa2e42,False,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,home.view,,2018-09-29T06:07:02+09:00,94e14a93-40aa-4789-a566-4c63516154bc,False,True
goal,True,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,notification.view,,2018-09-29T06:07:07+09:00,90c48006-695f-4297-b340-3342184f581d,True,True
goal,False,com.kmong.kmong,3.3.3,SM-N960N,samsung,Android8.1.0,aacd44ba-6ebb-439f-9288-ffa51975a412,unattributed,unattributed,,,,home.view,,2018-09-29T06:07:11+09:00,47218b60-9cba-41ce-916e-311f28dcdebd,False,True
launchInSession,,com.kmong.kmong,3.3.5,SM-G925S,samsung,Android7.0,db0a136b-bb62-4aa3-8015-9d7f2faf08bd,,,,,,,,2018-09-29T06:07:13+09:00,a3d0529c-2c81-4b5d-9f99-c0145325dc58,,False
